AGENCYNAME,city,STATE,opbudget2019,opbudget_2021_2022,source
grove city police department,grove,PA,1370082,1120410,https://dced.pa.gov/local-government/municipal-statistics/
groveland police department,groveland,MA,1565514,,
guadalupe county sheriff's office,seguin,TX,23708343,12309000,https://policescorecard.org/
guilford county sheriff's office,greensboro,NC,67929679,49270000,https://policescorecard.org/
guin police department,guin,AL,227500,,
gulf shores police department,gulf shores,AL,6241526,6760000,https://policescorecard.org/
gulfport police department,gulfport,MS,18500700,16630000,https://policescorecard.org/
gunnison police department,gunnison,CO,626099,2512000,https://policescorecard.org/
gunter police department,gunter,TX,404751,"684,853",https://www.guntertx.gov/ArchiveCenter/ViewFile/Item/69
gurnee police department,gurnee,IL,18604171,"15,145,280",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
guttenberg police department,guttenberg,IA,298385,378000,https://policescorecard.org/
guymon police department,guymon,OK,10467415,2437000,https://policescorecard.org/
gwinnett county police department,lawrenceville,GA,147811103,"143,985,450",https://georgiadata.org/
hackensack police department,hackensack,NJ,99755479,17084000,https://policescorecard.org/
haddon heights police,haddon heights,NJ,1435582,,
hahira police department,hahira,GA,9e+05,,
hailey police department,hailey,ID,1562000,1835000,https://policescorecard.org/
hale county sheriff's office,greensboro,AL,10519137,,
haledon borough police,haledon borough,NJ,11086932,,
hall county sheriff's office,gainesville,GA,39623486,25602000,https://georgiadata.org/
hallowell police department,hallowell,ME,10922390,,
hamburg police department,hamburg,AR,515100,,
hamburg village police department,hamburg,NY,1568776,"1,539,528",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
hamden police department,new haven,CT,17993270,17703000,https://policescorecard.org/
hamilton county sheriff's office,webster,IA,3304000,,
hamilton county sheriff's office,cincinnati,OH,99891042,102360000,https://policescorecard.org/
hamilton county sheriff's office,chattanooga,TN,59065347,28090000,https://policescorecard.org/
hamilton police department,hamilton,IN,654810,259650,https://gateway.ifionline.org/report_builder/Default3a.aspx?rpttype=budget&rpt=DetailedExpenditures&rptName=Line-Item%20Budget%20Estimate
hamilton police department,hamilton,OH,64812102,16408000,https://policescorecard.org/
hamilton township police department,hamilton,NJ,24076072,6266000,https://policescorecard.org/
hamilton township police department,hamilton township,OH,3200000,,
hamlet police department,hamlet,IN,165000,,
hamlin county sheriff's office,hayti,SD,484000,,
hammond police department,hammond,IN,93559411,25676000,https://policescorecard.org/
hammond police department,hammond,LA,9441686,9041000,https://policescorecard.org/
hammonton police,hammonton,NJ,290838,,
hampden police department,hampden,ME,1126570,,
hampshire police department,hampshire,IL,8678558,"1,982,316",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
hampton police department,hampton,IA,533850,,
hampton police department,hampton,VA,24966880,28341000,https://policescorecard.org/
hampton township police department,essexville,MI,881150,964970,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
hancock police department,hancock,NH,271909,,
hanging rock police department,hanging rock,OH,5053155,,
hanover county sheriff's office,hanover,VA,29800537,27941000,https://policescorecard.org/
haralson county sheriff's office,buchanan,GA,10418421,2919000,https://georgiadata.org/
hardin county sheriff's office,elizabethtown,KY,8623643,,
hardwick police department,hardwick,MA,540000,,
harford county sheriff's office,bel air,MD,86987548,87634000,https://policescorecard.org/
harlingen police department,harlingen,TX,14431709,14201321,https://cms3.revize.com/revize/harlingen/Document/Departments/Finance/Financial%20Reports/City%20of%20Harlingen%20Budget%20Book%202022-2023%20Final.pdf
harnett county sheriff's office,lillington,NC,12016312,0,https://logos.nctreasurer.com/Reporting/Report/External?applicationCode=AFIR
harpersville police department,harpersville,AL,380000,,
harris county sheriff's office,houston,TX,512408018,566075000,https://policescorecard.org/
harrisburg police department,harrisburg,PA,117743917,21599000,https://policescorecard.org/
harrison county sheriff's department,corydon,IN,6708484,4620000,https://policescorecard.org/
harrison county sheriff's office,gulfport,MS,19923230,14332000,https://policescorecard.org/
harrison county sheriff's office,marshall,TX,7527147,,
harrison police department,harrison,AR,3617844,,
harrisonburg police department,harrisonburg,VA,12846615,12514000,https://policescorecard.org/
harrisville police department,harrisville,NH,112000,,
hartford police department,hartford,CT,46627694,55646000,https://policescorecard.org/
hartland police department,hartland,WI,2291494,,
hartwell police department,hartwell,GA,6546246,,
harvard police department,cambridge,MA,1197074,,
harvard police department,harvard,NE,183000,,
harvey police department,harvey,IL,18130796,9866000,https://policescorecard.org/
hasbrouck heights police,hasbrouck heights,NJ,14123542,,
haskell county sheriff's office,haskell,TX,662260,570102,https://www.haskellcountytx.org/upload/page/7687/BUDGET%202022-2023.pdf
haskins police department,haskins,OH,189000,,
hastings police department,hastings,MI,5633129,1780000,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
hattiesburg police department,hattiesburg,MS,7700400,12304000,https://policescorecard.org/
havana police department,havana,IL,1037650,"997,169",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
haven police department,haven,KS,282860,234000,https://policescorecard.org/
haverhill police department,north haverhill,NH,5859912,,
havre police department,havre,MT,2210210,2228000,https://policescorecard.org/
hawaii police department,hilo,HI,66055816,69749000,https://policescorecard.org/
haworth police department,haworth,OK,10000,,
haymarket police department,haymarket,VA,868000,,
hayneville police department,hayneville,AL,6728704,,
hays county sheriff's office,san marcos,TX,44967209,23046000,https://policescorecard.org/
hayti police department,hayti,MO,718404,,
hayward police department,hayward,CA,81545000,"82,559,708",https://www.hayward-ca.gov/sites/default/files/police/FY-2021-Hayward-Police-Dept-Operating-Budget.pdf
hazlet township police department,hazlet,NJ,5100000,,
healdsburg police department,healdsburg,CA,5852093,6122592,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
heard county sheriff's office,franklin,GA,2e+06,,
hearne police department,hearne,TX,672378,,
heath police department,heath,OH,4336661,,
helotes police department,helotes,TX,14647762,,
hemlock township police department,bloomsburg,PA,608791,651678,https://dced.pa.gov/local-government/municipal-statistics/
hempstead police department,hempstead,TX,1850448,,
hempstead village police department,hempstead,NY,2.5e+07,"25,999,923",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
henagar police department,henagar,AL,468900,,
henderson county sheriff's office,hendersonville,NC,121881324,19509000,https://policescorecard.org/
henderson police department,henderson,LA,882022,,
henderson police department,henderson,NV,96704504,104800000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
hendersonville police department,hendersonville,TN,12700000,13442000,https://policescorecard.org/
hennepin county sheriff's office,minneapolis,MN,113676077,129701000,https://policescorecard.org/
hennessey police department,hennessey,OK,450000,,
henning police department,henning,TN,5686943,,
henrico county division of police,henrico,VA,7.9e+07,80645000,https://policescorecard.org/
henrietta police department,henrietta,MO,44167,,
henry county police department,mcdonough,GA,24209407,24209907,https://georgiadata.org/
henry county sheriff's office,clinton,MO,2693000,1636000,https://policescorecard.org/
henry county sheriff's office,martinsville,VA,12052088,7034000,https://policescorecard.org/
henryetta police department,henryetta,OK,4366632,,
herculaneum police department,herculaneum,MO,8e+05,840000,https://policescorecard.org/
hercules police department,hercules,CA,7144000,8063561,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
hermiston police department,hermiston,OR,5640830,5330000,https://policescorecard.org/
hermitage police department,hermitage,PA,3337982,3336399,https://dced.pa.gov/local-government/municipal-statistics/
hernando county sheriff's office,brooksville,FL,55153255,53113000,https://policescorecard.org/
herscher police department,herscher,IL,358950,"261,435",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
hewitt police department,hewitt,TX,3235830,6484000,https://policescorecard.org/
heyworth police department,heyworth,IL,344344,"283,568",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
hialeah police department,hialeah,FL,56724640,60000000,https://policescorecard.org/
hickman police department,hickman,KY,2e+05,,
hickory police department,hickory,NC,13197042,12480000,https://policescorecard.org/
hidalgo county sheriff's office,edinburg,TX,70258090,30369000,https://policescorecard.org/
high bridge police,high bridge,NJ,7349899,,
high point police department,high point,NC,29461133,32955000,https://policescorecard.org/
highland county sheriff's office,monterey,VA,921032,,
highland hills police department,highland hills,OH,14480015,,
highland park police,highland park,NJ,17741901,,
highland park police department,highland park,IL,11421900,18259000,https://policescorecard.org/
highland police department,highland,IL,2870799,"2,752,462",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
highland village police department,highland village,TX,20426289,,
highlands county sheriff's office,sebring,FL,35388170,21403000,https://policescorecard.org/
highmore police department,highmore,SD,3223364,,
highspire borough police department,highspire borough,PA,918938,840560,https://dced.pa.gov/local-government/municipal-statistics/
hillcrest village city marshal's office,alvin,TX,12417205,,
hilliard police department,hilliard,OH,11700000,8538000,https://policescorecard.org/
hillsboro police department,hillsboro,AL,8302872,,
hillsboro police department,hillsboro,OR,38658741,37210000,https://policescorecard.org/
hillsborough county sheriff's office,tampa,FL,463533760,260599000,https://policescorecard.org/
