GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA205,AV0AA205M
"G5300590","Washington","53","530","Skamania County","059","0590",11906,
"G5300610","Washington","53","530","Snohomish County","061","0610",811572,
"G5300630","Washington","53","530","Spokane County","063","0630",513402,53
"G5300650","Washington","53","530","Stevens County","065","0650",45233,53
"G5300670","Washington","53","530","Thurston County","067","0670",284698,
"G5300690","Washington","53","530","Wahkiakum County","069","0690",4318,
"G5300710","Washington","53","530","Walla Walla County","071","0710",60785,
"G5300730","Washington","53","530","Whatcom County","073","0730",224538,
"G5300750","Washington","53","530","Whitman County","075","0750",49577,
"G5300770","Washington","53","530","Yakima County","077","0770",250649,
"G5400010","West Virginia","54","540","Barbour County","001","0010",16543,
"G5400030","West Virginia","54","540","Berkeley County","003","0030",117615,
"G5400050","West Virginia","54","540","Boone County","005","0050",21897,
"G5400070","West Virginia","54","540","Braxton County","007","0070",14032,
"G5400090","West Virginia","54","540","Brooke County","009","0090",22162,
"G5400110","West Virginia","54","540","Cabell County","011","0110",93328,
"G5400130","West Virginia","54","540","Calhoun County","013","0130",7185,
"G5400150","West Virginia","54","540","Clay County","015","0150",8599,
"G5400170","West Virginia","54","540","Doddridge County","017","0170",8499,
"G5400190","West Virginia","54","540","Fayette County","019","0190",43087,
"G5400210","West Virginia","54","540","Gilmer County","021","0210",7970,
"G5400230","West Virginia","54","540","Grant County","023","0230",11565,
"G5400250","West Virginia","54","540","Greenbrier County","025","0250",34893,
"G5400270","West Virginia","54","540","Hampshire County","027","0270",23304,
"G5400290","West Virginia","54","540","Hancock County","029","0290",29118,
"G5400310","West Virginia","54","540","Hardy County","031","0310",13789,
"G5400330","West Virginia","54","540","Harrison County","033","0330",67620,
"G5400350","West Virginia","54","540","Jackson County","035","0350",28793,
"G5400370","West Virginia","54","540","Jefferson County","037","0370",56922,
"G5400390","West Virginia","54","540","Kanawha County","039","0390",181014,
"G5400410","West Virginia","54","540","Lewis County","041","0410",16024,
"G5400430","West Virginia","54","540","Lincoln County","043","0430",20617,
"G5400450","West Virginia","54","540","Logan County","045","0450",32593,
"G5400490","West Virginia","54","540","Marion County","049","0490",56233,
"G5400510","West Virginia","54","540","Marshall County","051","0510",30900,
"G5400530","West Virginia","54","540","Mason County","053","0530",26700,
"G5400470","West Virginia","54","540","McDowell County","047","0470",18083,
"G5400550","West Virginia","54","540","Mercer County","055","0550",59370,
"G5400570","West Virginia","54","540","Mineral County","057","0570",27047,
"G5400590","West Virginia","54","540","Mingo County","059","0590",23808,
"G5400610","West Virginia","54","540","Monongalia County","061","0610",106196,
"G5400630","West Virginia","54","540","Monroe County","063","0630",13344,
"G5400650","West Virginia","54","540","Morgan County","065","0650",17800,
"G5400670","West Virginia","54","540","Nicholas County","067","0670",24857,
"G5400690","West Virginia","54","540","Ohio County","069","0690",41875,
"G5400710","West Virginia","54","540","Pendleton County","071","0710",6968,
"G5400730","West Virginia","54","540","Pleasants County","073","0730",7457,
"G5400750","West Virginia","54","540","Pocahontas County","075","0750",8382,
"G5400770","West Virginia","54","540","Preston County","077","0770",33610,
"G5400790","West Virginia","54","540","Putnam County","079","0790",56604,
"G5400810","West Virginia","54","540","Raleigh County","081","0810",74452,
"G5400830","West Virginia","54","540","Randolph County","083","0830",28763,
"G5400850","West Virginia","54","540","Ritchie County","085","0850",9747,
"G5400870","West Virginia","54","540","Roane County","087","0870",13831,
"G5400890","West Virginia","54","540","Summers County","089","0890",12710,
"G5400910","West Virginia","54","540","Taylor County","091","0910",16817,
"G5400930","West Virginia","54","540","Tucker County","093","0930",6943,
"G5400950","West Virginia","54","540","Tyler County","095","0950",8736,
"G5400970","West Virginia","54","540","Upshur County","097","0970",24451,
"G5400990","West Virginia","54","540","Wayne County","099","0990",39952,
"G5401010","West Virginia","54","540","Webster County","101","1010",8289,
"G5401030","West Virginia","54","540","Wetzel County","103","1030",15291,
"G5401050","West Virginia","54","540","Wirt County","105","1050",5764,
"G5401070","West Virginia","54","540","Wood County","107","1070",84387,
"G5401090","West Virginia","54","540","Wyoming County","109","1090",20890,
"G5500010","Wisconsin","55","550","Adams County","001","0010",20208,
"G5500030","Wisconsin","55","550","Ashland County","003","0030",15524,
"G5500050","Wisconsin","55","550","Barron County","005","0050",45182,
"G5500070","Wisconsin","55","550","Bayfield County","007","0070",15088,
"G5500090","Wisconsin","55","550","Brown County","009","0090",262559,
"G5500110","Wisconsin","55","550","Buffalo County","011","0110",13087,
"G5500130","Wisconsin","55","550","Burnett County","013","0130",15363,
"G5500150","Wisconsin","55","550","Calumet County","015","0150",50005,
"G5500170","Wisconsin","55","550","Chippewa County","017","0170",64175,
"G5500190","Wisconsin","55","550","Clark County","019","0190",34668,
"G5500210","Wisconsin","55","550","Columbia County","021","0210",57331,
"G5500230","Wisconsin","55","550","Crawford County","023","0230",16155,
"G5500250","Wisconsin","55","550","Dane County","025","0250",542459,
"G5500270","Wisconsin","55","550","Dodge County","027","0270",87569,
"G5500290","Wisconsin","55","550","Door County","029","0290",27621,
"G5500310","Wisconsin","55","550","Douglas County","031","0310",43497,
"G5500330","Wisconsin","55","550","Dunn County","033","0330",45029,
"G5500350","Wisconsin","55","550","Eau Claire County","035","0350",104132,
"G5500370","Wisconsin","55","550","Florence County","037","0370",4312,
"G5500390","Wisconsin","55","550","Fond du Lac County","039","0390",102654,
"G5500410","Wisconsin","55","550","Forest County","041","0410",9003,
"G5500430","Wisconsin","55","550","Grant County","043","0430",51570,
"G5500450","Wisconsin","55","550","Green County","045","0450",36790,
"G5500470","Wisconsin","55","550","Green Lake County","047","0470",18807,
"G5500490","Wisconsin","55","550","Iowa County","049","0490",23632,
"G5500510","Wisconsin","55","550","Iron County","051","0510",5679,
"G5500530","Wisconsin","55","550","Jackson County","053","0530",20556,
"G5500550","Wisconsin","55","550","Jefferson County","055","0550",84837,
"G5500570","Wisconsin","55","550","Juneau County","057","0570",26603,
"G5500590","Wisconsin","55","550","Kenosha County","059","0590",168998,
"G5500610","Wisconsin","55","550","Kewaunee County","061","0610",20398,
"G5500630","Wisconsin","55","550","La Crosse County","063","0630",118168,
"G5500650","Wisconsin","55","550","Lafayette County","065","0650",16682,
"G5500670","Wisconsin","55","550","Langlade County","067","0670",19167,
"G5500690","Wisconsin","55","550","Lincoln County","069","0690",27687,
"G5500710","Wisconsin","55","550","Manitowoc County","071","0710",78977,
"G5500730","Wisconsin","55","550","Marathon County","073","0730",135485,
"G5500750","Wisconsin","55","550","Marinette County","075","0750",40312,
"G5500770","Wisconsin","55","550","Marquette County","077","0770",15380,
"G5500780","Wisconsin","55","550","Menominee County","078","0780",4566,
"G5500790","Wisconsin","55","550","Milwaukee County","079","0790",949180,
"G5500810","Wisconsin","55","550","Monroe County","081","0810",46155,
"G5500830","Wisconsin","55","550","Oconto County","083","0830",37870,
"G5500850","Wisconsin","55","550","Oneida County","085","0850",35480,
"G5500870","Wisconsin","55","550","Outagamie County","087","0870",186829,
"G5500890","Wisconsin","55","550","Ozaukee County","089","0890",89179,
"G5500910","Wisconsin","55","550","Pepin County","091","0910",7261,
"G5500930","Wisconsin","55","550","Pierce County","093","0930",42336,
"G5500950","Wisconsin","55","550","Polk County","095","0950",43549,
"G5500970","Wisconsin","55","550","Portage County","097","0970",70822,
"G5500990","Wisconsin","55","550","Price County","099","0990",13351,
"G5501010","Wisconsin","55","550","Racine County","101","1010",195859,
