assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,total_obligated_amount,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,generated_pragmatic_obligations,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID-19_supplementals_for_overall_award,obligated_amount_from_COVID-19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,initial_report_date,last_modified_date
1550_2012DJBX0048_FY2012-2012DJBX0048-00-NON_16.738_00,ASST_NON_2012DJBX0048_1550,2012DJBX0048,00,FY2012-2012DJBX0048-00-NON-05,SAI NOT AVAILABLE,186266.00,185724.22,,,0.00,0.00,0.00,0.00,0.00,0.00,186266.00,,,,,,2012-07-26,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,015-X-0404-000,015-0404,"41.0: Grants, subsidies, and contributions",0007: JUSTICE ASSISTANCE GRANTS,JVSLMBN166N9,944269182,"AKRON, CITY OF",THE CITY OF AKRON,FKGWK7FAHHE9,076742329,CITY OF AKRON,"AKRON, CITY OF",USA,UNITED STATES,166 S. HIGH ST.,,10420,AKRON,39153,SUMMIT,39,OH,OHIO,44308,1611,OH-13,OH-13,,,,SINGLE ZIP CODE,USA,UNITED STATES,3910420,AKRON,39153,SUMMIT,39,OHIO,443081611,OH-13,OH-13,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,2012 EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT (JAG),2012 EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT (JAG),NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0048_1550/,2017-09-17,2012-09-12
1550_2012DJBX0844_FY2012-2012DJBX0844-00-NON_16.738_00,ASST_NON_2012DJBX0844_1550,2012DJBX0844,00,FY2012-2012DJBX0844-00-NON,SAI NOT AVAILABLE,146446.00,146446.00,,,0.00,0.00,0.00,0.00,0.00,0.00,146446.00,,,,,,2012-07-26,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,ELLUYGS3VHB5,136478000,CITY OF TRENTON,"TRENTON, CITY OF",HF85DMDPMPL1,079498796,"TRENTON, CITY OF","TRENTON, CITY OF",USA,UNITED STATES,225 NORTH CLINTON AVENUE,,76880,WARNER VILLAGE,34021,MERCER,34,NJ,NEW JERSEY,08609,1015,NJ-04,NJ-12,,,,SINGLE ZIP CODE,USA,UNITED STATES,3476880,TRENTON,34021,MERCER,34,NEW JERSEY,086091015,NJ-04,NJ-12,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,"TRENTON CITY, EWING TOWNSHIP, HAMILTON TOWNSHIP & MERCER COUNTY FY 2012 JAG PROJECT","TRENTON CITY, EWING TOWNSHIP, HAMILTON TOWNSHIP & MERCER COUNTY FY 2012 JAG PROJECT",NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0844_1550/,2017-09-17,2012-09-12
1550_2011UMWX0003_FY2013-2011UMWX0003-01-NON_16.710_01,ASST_NON_2011UMWX0003_1550,2011UMWX0003,01,FY2013-2011UMWX0003-01-NON,SAI NOT AVAILABLE,-190452.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,-190452.00,,,,,,2012-07-26,2012,2011-09-01,2014-08-31,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,F449BMLTS5N3,037411071,CITY OF PALMER,PALMER POLICE DEPARTMENT,F449BMLTS5N3,037411071,CITY OF PALMER,"PALMER, CITY OF",USA,UNITED STATES,423 SOUTH VALLEY WAY,,62180,PALMER,02221,WASHINGTON,02,AK,ALASKA,99645,,AK-98,AK-00,,,,SINGLE ZIP CODE,USA,UNITED STATES,0262180,PALMER,02170,MATANUSKA-SUSITNA,02,AK,99645,AK-98,AK-00,,16.710,PUBLIC SAFETY PARTNERSHIP AND COMMUNITY POLICING GRANTS,,,04,,CHP,CHP,NON,,X,OTHER,,,C,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2011UMWX0003_1550/,2017-09-17,2013-02-25
1550_2012DJBX0847_FY2012-2012DJBX0847-00-NON_16.738_00,ASST_NON_2012DJBX0847_1550,2012DJBX0847,00,FY2012-2012DJBX0847-00-NON,SAI NOT AVAILABLE,11086.00,11086.00,,,0.00,0.00,0.00,0.00,0.00,0.00,11086.00,,,,,,2012-07-26,2012,2011-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,WM3CW2TVVGH5,139020213,"CRISP, COUNTY OF",CRISP COUNTY SHERIFF'S OFFICE,FMCJLCWVMBN6,082833724,CRISP COUNTY BOARD OF COMMISSIONERS,"CRISP, COUNTY OF",USA,UNITED STATES,196 HWY 300 SOUTH,,19616,CORDELE,13081,CRISP,13,GA,GEORGIA,31015,8009,GA-02,GA-08,,,,SINGLE ZIP CODE,USA,UNITED STATES,1319616,CORDELE,13081,CRISP,13,GEORGIA,310158009,GA-02,GA-08,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,FY 2012 JUSTICE ASSISTANCE GRANT PROGRAM,FY 2012 JUSTICE ASSISTANCE GRANT PROGRAM,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0847_1550/,2017-09-17,2012-09-12
1550_2012DJBX0858_FY2012-2012DJBX0858-00-NON_16.738_00,ASST_NON_2012DJBX0858_1550,2012DJBX0858,00,FY2012-2012DJBX0858-00-NON,SAI NOT AVAILABLE,40143.00,40143.00,,,0.00,0.00,0.00,0.00,0.00,0.00,40143.00,,,,,,2012-07-26,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,QBSMMCNMUU34,054478565,LAKEWOOD TOWNSHIP,TOWNSHIP OF LAKEWOOD,QBSMMCNMUU34,054478565,LAKEWOOD TOWNSHIP,LAKEWOOD TOWNSHIP,USA,UNITED STATES,231 THIRD STREET,P.O. BOX 540,38580,LAKEWOOD,34029,OCEAN,34,NJ,NEW JERSEY,08701,3220,NJ-03,NJ-04,,,,SINGLE ZIP CODE,USA,UNITED STATES,3438580,LAKEWOOD,34029,OCEAN,34,NEW JERSEY,087013220,NJ-03,NJ-04,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,NORTHERN OCEAN COUNTY JOINT ENFORCEMENT PROJECT,NORTHERN OCEAN COUNTY JOINT ENFORCEMENT PROJECT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0858_1550/,2017-09-17,2012-09-12
1550_2012DJBX1219_FY2012-2012DJBX1219-00-NON_16.738_00,ASST_NON_2012DJBX1219_1550,2012DJBX1219,00,FY2012-2012DJBX1219-00-NON-03,SAI NOT AVAILABLE,56369.00,56359.16,,,0.00,0.00,0.00,0.00,0.00,0.00,56369.00,,,,,,2012-07-26,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,015-X-0404-000,015-0404,"41.0: Grants, subsidies, and contributions",0007: JUSTICE ASSISTANCE GRANTS,ZGDPY8L99JN5,623831195,CITY OF SALISBURY MARYLAND,SALISBURY POLICE DEPARTMENT,M2VTEB7MH7V9,030321699,CITY OF SALISBURY MARYLAND,"SALISBURY, CITY OF (INC)",USA,UNITED STATES,699 W SALISBURY PKWY,,69925,SALISBURY,24045,WICOMICO,24,MD,MARYLAND,21801,4118,MD-01,MD-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,2469925,SALISBURY,24045,WICOMICO,24,MARYLAND,218014118,MD-01,MD-01,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,TECHNOLOGY & EQUIPMENT UPGRADES,TECHNOLOGY & EQUIPMENT UPGRADES,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX1219_1550/,2017-09-17,2012-09-12
1550_2012DJBX0874_FY2012-2012DJBX0874-00-NON_16.738_00,ASST_NON_2012DJBX0874_1550,2012DJBX0874,00,FY2012-2012DJBX0874-00-NON,SAI NOT AVAILABLE,64811.00,64811.00,,,0.00,0.00,0.00,0.00,0.00,0.00,64811.00,,,,,,2012-07-26,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,MXJAYG8C6ZQ6,049550817,TOWNSHIP OF NEPTUNE,NEPTUNE TOWNSHIP,MXJAYG8C6ZQ6,049550817,TOWNSHIP OF NEPTUNE,TOWNSHIP OF NEPTUNE (INC),USA,UNITED STATES,25 NEPTUNE BLVD,,49860,NEPTUNE,34025,MONMOUTH,34,NJ,NEW JERSEY,07753,4814,NJ-04,NJ-06,,,,SINGLE ZIP CODE,USA,UNITED STATES,3449860,NEPTUNE,34025,MONMOUTH,34,NEW JERSEY,077534814,NJ-04,NJ-06,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,MONMOUTH COUNTY FY 2012 JAG PROJECT,MONMOUTH COUNTY FY 2012 JAG PROJECT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0874_1550/,2017-09-17,2012-09-12
1550_2012DJBX0911_FY2012-2012DJBX0911-00-NON_16.738_00,ASST_NON_2012DJBX0911_1550,2012DJBX0911,00,FY2012-2012DJBX0911-00-NON,SAI NOT AVAILABLE,107165.00,107165.00,,,0.00,0.00,0.00,0.00,0.00,0.00,107165.00,,,,,,2012-07-26,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,EN4WA7W7ERM7,781983069,"ATLANTIC CITY (INC), CITY OF",CITY OF ATLANTIC CITY,LUTHLMNUGB55,077059376,ATLANTIC CITY CITY HALL,"ATLANTIC CITY (INC), CITY OF",USA,UNITED STATES,2715 ATLANTIC AVE,,02080,ATLANTIC CITY,34001,ATLANTIC,34,NJ,NEW JERSEY,08401,6490,NJ-02,NJ-02,,,,SINGLE ZIP CODE,USA,UNITED STATES,3402080,ATLANTIC CITY,34001,ATLANTIC,34,NEW JERSEY,084016490,NJ-02,NJ-02,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,"ATLANTIC CITY, PLEASANTVILLE CITY, EGG HARBOR TOWNSHIP & ATLANTIC COUNTY FY 2012 JAG PROJECT","ATLANTIC CITY, PLEASANTVILLE CITY, EGG HARBOR TOWNSHIP & ATLANTIC COUNTY FY 2012 JAG PROJECT",NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0911_1550/,2017-09-17,2012-09-12
1550_2012DJBX1133_FY2012-2012DJBX1133-00-NON_16.738_00,ASST_NON_2012DJBX1133_1550,2012DJBX1133,00,FY2012-2012DJBX1133-00-NON,SAI NOT AVAILABLE,12679.00,12679.00,,,0.00,0.00,0.00,0.00,0.00,0.00,12679.00,,,,,,2012-07-26,2012,2011-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,DZ8KE2VMP133,060068426,TOWNSHIP OF WILLINGBORO,WILLINGBORO TOWNSHIP,DZ8KE2VMP133,060068426,TOWNSHIP OF WILLINGBORO,"WILLINGBORO, TOWNSHIP OF",USA,UNITED STATES,1 REV DR M L KING JR DRIVE,,44370,MARTINS BEACH,34005,BURLINGTON,34,NJ,NEW JERSEY,08046,2800,NJ-03,NJ-03,,,,SINGLE ZIP CODE,USA,UNITED STATES,3444370,WILLINGBORO,34005,BURLINGTON,34,NEW JERSEY,080462800,NJ-03,NJ-03,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,WILLINGBORO POLICE DEPARTMENT PROACTIVE LAW ENFORCEMENT INITIATIVE,WILLINGBORO POLICE DEPARTMENT PROACTIVE LAW ENFORCEMENT INITIATIVE,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX1133_1550/,2017-09-17,2012-09-12
1550_2012DJBX1012_FY2012-2012DJBX1012-00-NON_16.738_00,ASST_NON_2012DJBX1012_1550,2012DJBX1012,00,FY2012-2012DJBX1012-00-NON,SAI NOT AVAILABLE,17268.00,17268.00,,,0.00,0.00,0.00,0.00,0.00,0.00,17268.00,,,,,,2012-07-26,2012,2011-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,EDQ2TQKDD9H7,083269647,CITY OF GREENWOOD,CITY OF GREENWOOD,EDQ2TQKDD9H7,083269647,CITY OF GREENWOOD,"GREENWOOD, CITY OF",USA,UNITED STATES,POST OFFICE BOX 907,404 MAIN STREET,24900,GREENWOOD,28083,LEFLORE,28,MS,MISSISSIPPI,38935,0907,,MS-02,,,,SINGLE ZIP CODE,USA,UNITED STATES,2824900,GREENWOOD,28083,LEFLORE,28,MISSISSIPPI,389350907,,MS-02,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,FY 2012 JUSTICE ASSISTANCE GRANT PROGRAM,FY 2012 JUSTICE ASSISTANCE GRANT PROGRAM,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX1012_1550/,2017-09-17,2012-09-12
1550_2012DJBX1063_FY2012-2012DJBX1063-00-NON_16.738_00,ASST_NON_2012DJBX1063_1550,2012DJBX1063,00,FY2012-2012DJBX1063-00-NON,SAI NOT AVAILABLE,21379.00,21379.00,,,0.00,0.00,0.00,0.00,0.00,0.00,21379.00,,,,,,2012-07-26,2012,2011-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,DCHTQ3M7V745,071946313,COUNTY OF JACKSON,JACKSON COUNTY BOARD OF SUPERVISORS,DCHTQ3M7V745,071946313,COUNTY OF JACKSON,"JACKSON, COUNTY OF",USA,UNITED STATES,PO BOX 998,,55360,PASCAGOULA,28059,JACKSON,28,MS,MISSISSIPPI,39568,0998,MS-04,MS-04,,,,SINGLE ZIP CODE,USA,UNITED STATES,2855360,PASCAGOULA,28059,JACKSON,28,MISSISSIPPI,395680998,MS-04,MS-04,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,FY 2012 JUSTICE ASSISTANCE GRANT PROGRAM,FY 2012 JUSTICE ASSISTANCE GRANT PROGRAM,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX1063_1550/,2017-09-17,2012-09-12
1550_2012DJBX0770_FY2012-2012DJBX0770-00-NON_16.738_00,ASST_NON_2012DJBX0770_1550,2012DJBX0770,00,FY2012-2012DJBX0770-00-NON-01,SAI NOT AVAILABLE,485804.00,464118.64,,,0.00,0.00,0.00,0.00,0.00,0.00,485804.00,,,,,,2012-07-26,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,015-X-0404-000,015-0404,"41.0: Grants, subsidies, and contributions",0007: JUSTICE ASSISTANCE GRANTS,DWH3JE9WFYY5,012823972,CITY OF NEWARK NEW JERSEY,CITY OF NEWARK NJ POLICE DEPARTMENT,JGDDJDL5BM13,064292980,CITY OF NEWARK CITY HALL,"NEWARK, NEW JERSEY, CITY OF, (INC)",USA,UNITED STATES,31 GREEN STREET,,51000,NEWARK,34013,ESSEX,34,NJ,NEW JERSEY,07102,0000,NJ-10,NJ-10,,,,SINGLE ZIP CODE,USA,UNITED STATES,3451000,NEWARK,34013,ESSEX,34,NEW JERSEY,071020000,NJ-10,NJ-10,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,"NEWARK CITY, IRVINGTON TOWNSHIP & ORANGE CITY TOWNSHIP FY 2012 JAG PROJECT","NEWARK CITY, IRVINGTON TOWNSHIP & ORANGE CITY TOWNSHIP FY 2012 JAG PROJECT",NON,,C,CITY OR TOWNSHIP GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0770_1550/,2017-09-17,2012-09-12
1550_2012DJBX0952_FY2012-2012DJBX0952-00-NON_16.738_00,ASST_NON_2012DJBX0952_1550,2012DJBX0952,00,FY2012-2012DJBX0952-00-NON,SAI NOT AVAILABLE,14232.00,14232.00,,,0.00,0.00,0.00,0.00,0.00,0.00,14232.00,,,,,,2012-07-26,2012,2011-10-01,2013-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,MJBMXLN9NJT5,091571349,COUNTY OF BRUNSWICK,COUNTY OF BRUNSWICK,MJBMXLN9NJT5,091571349,COUNTY OF BRUNSWICK,COUNTY OF BRUNSWICK,USA,UNITED STATES,45 COURT HOUSE DRIVE,POST OFFICE BOX 09,06820,BOLIVIA,37019,BRUNSWICK,37,NC,NORTH CAROLINA,28422,0009,NC-07,NC-07,,,,SINGLE ZIP CODE,USA,UNITED STATES,3706820,BOLIVIA,37019,BRUNSWICK,37,NORTH CAROLINA,284220009,NC-07,NC-07,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,AVIATION TRAINING PROJECT,AVIATION TRAINING PROJECT,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0952_1550/,2017-09-17,2012-09-12
1550_2012DJBX0971_FY2012-2012DJBX0971-00-NON_16.738_00,ASST_NON_2012DJBX0971_1550,2012DJBX0971,00,FY2012-2012DJBX0971-00-NON,SAI NOT AVAILABLE,34888.00,34888.00,,,0.00,0.00,0.00,0.00,0.00,0.00,34888.00,,,,,,2012-07-26,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,YH2ABMMMH7M4,073959439,"STRAFFORD, COUNTY OF",STRAFFORD COUNTY COMMISSIONERS,YH2ABMMMH7M4,073959439,"STRAFFORD, COUNTY OF","STRAFFORD, COUNTY OF",USA,UNITED STATES,P.O. BOX 799,,18820,DOVER,33017,STRAFFORD,33,NH,NEW HAMPSHIRE,03821,0799,NH-01,NH-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,3318820,DOVER,33017,STRAFFORD,33,NEW HAMPSHIRE,038210799,NH-01,NH-01,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,STRAFFORD COUNTY 2012 JAG GRANT PROJECT,STRAFFORD COUNTY 2012 JAG GRANT PROJECT,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0971_1550/,2017-09-17,2012-09-12
1550_2012DJBX0551_FY2012-2012DJBX0551-00-NON_16.738_00,ASST_NON_2012DJBX0551_1550,2012DJBX0551,00,FY2012-2012DJBX0551-00-NON,SAI NOT AVAILABLE,87765.00,87765.00,,,0.00,0.00,0.00,0.00,0.00,0.00,87765.00,,,,,,2012-07-25,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,D8X6WH1D6N65,079977534,CITY OF SALEM,CITY OF SALEM,D8X6WH1D6N65,079977534,CITY OF SALEM,CITY OF SALEM,USA,UNITED STATES,"CITY HALL, ROOM 130",555 LIBERTY STREET SE,64900,SALEM,41047,MARION,41,OR,OREGON,97301,3503,OR-05,OR-05,,,,SINGLE ZIP CODE,USA,UNITED STATES,4164900,SALEM,41047,MARION,41,OREGON,973013503,OR-05,OR-05,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,COMMUNITY SERVICE OFFICER PROGRAM AND CAMPUS SECURITY ENHANCEMENTS,COMMUNITY SERVICE OFFICER PROGRAM AND CAMPUS SECURITY ENHANCEMENTS,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0551_1550/,2017-09-17,2012-09-12
1550_2012DJBX1052_FY2012-2012DJBX1052-00-NON_16.738_00,ASST_NON_2012DJBX1052_1550,2012DJBX1052,00,FY2012-2012DJBX1052-00-NON,SAI NOT AVAILABLE,58647.00,58647.00,,,0.00,0.00,0.00,0.00,0.00,0.00,58647.00,,,,,,2012-07-25,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,QXHCJPASDAW3,010733509,"JACKSON, COUNTY OF",COUNTY OF JACKSON,QXHCJPASDAW3,010733509,"JACKSON, COUNTY OF","JACKSON, COUNTY OF",USA,UNITED STATES,10 SOUTH OAKDALE,,47000,MEDFORD,41029,JACKSON,41,OR,OREGON,97501,2902,OR-02,OR-02,,,,SINGLE ZIP CODE,USA,UNITED STATES,4147000,MEDFORD,41029,JACKSON,41,OREGON,975012902,OR-02,OR-02,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,JACKSON COUNTY EQUIPMENT PROGRAM,JACKSON COUNTY EQUIPMENT PROGRAM,NON,,B,COUNTY GOVERNMENT,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX1052_1550/,2017-09-17,2012-09-12
1550_2012DJBX0904_FY2012-2012DJBX0904-00-NON_16.738_00,ASST_NON_2012DJBX0904_1550,2012DJBX0904,00,FY2012-2012DJBX0904-00-NON-00,SAI NOT AVAILABLE,169091.00,167665.00,,,0.00,0.00,0.00,0.00,0.00,0.00,169091.00,,,,,,2012-07-25,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,015-X-0404-000,015-0404,"41.0: Grants, subsidies, and contributions",0007: JUSTICE ASSISTANCE GRANTS,LXDNEKWRVKJ6,058213893,CITY OF LUBBOCK,CITY OF LUBBOCK,LXDNEKWRVKJ6,058213893,CITY OF LUBBOCK,"LUBBOCK, CITY OF",USA,UNITED STATES,1625 13TH ST.,,45000,LUBBOCK,48303,LUBBOCK,48,TX,TEXAS,79401,2726,TX-19,TX-19,,,,SINGLE ZIP CODE,USA,UNITED STATES,4845000,LUBBOCK,48303,LUBBOCK,48,TEXAS,794012726,TX-19,TX-19,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,LUBBOCK COUNTY FY 2012 JOINT ENFORCEMENT INITIATIVE,LUBBOCK COUNTY FY 2012 JOINT ENFORCEMENT INITIATIVE,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0904_1550/,2017-09-17,2012-09-12
1550_2012DJBX0520_FY2012-2012DJBX0520-00-NON_16.738_00,ASST_NON_2012DJBX0520_1550,2012DJBX0520,00,FY2012-2012DJBX0520-00-NON,SAI NOT AVAILABLE,72925.00,72925.00,,,0.00,0.00,0.00,0.00,0.00,0.00,72925.00,,,,,,2012-07-25,2012,2011-10-01,2015-09-30,015,Department of Justice,1550,Office of Justice Programs,,,,,,,,,,,,,DA11CWDGWTG6,142124150,WEST MEMPHIS POLICE DEPARTMENT,CITY OF WEST MEMPHIS,TAXMMNF34BP4,030431480,CITY OF WEST MEMPHIS,"WEST MEMPHIS, CITY OF",USA,UNITED STATES,626 E. BROADWAY,,74540,WEST MEMPHIS,05035,CRITTENDEN,05,AR,ARKANSAS,72301,3211,AR-01,AR-01,,,,SINGLE ZIP CODE,USA,UNITED STATES,0574540,WEST MEMPHIS,05035,CRITTENDEN,05,ARKANSAS,723013211,AR-01,AR-01,,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,,,04,,WEST MEMPHIS CITY & CRITTENDEN COUNTY FY 2012 JAG PROJECT,WEST MEMPHIS CITY & CRITTENDEN COUNTY FY 2012 JAG PROJECT,NON,,X,OTHER,,,A,,2,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_2012DJBX0520_1550/,2017-09-17,2012-09-12
